Vehicle,Manufacturer,Model,Transmission Type,CC,Year,Car Age,Usage Origin,Price,Price Range
"Audi Q5 2.0T S-Line Quattro ""Typ 8R""",Audi,"Q5 2.0T S-Line Quattro ""Typ 8R""",Automatic,2000.0,2016,8,Foreign Used,4499999.0,3M-5M
Audi A5 2.0T Quattro S-Line,Audi,A5 2.0T Quattro S-Line,Automatic,2000.0,2016,8,Foreign Used,3649999.0,3M-5M
Toyota Vitz,Toyota,Vitz,Automatic,1300.0,2015,9,Kenyan Used,1050000.0,1M-2M
Volvo Xc60 D4/Sunroof,Volvo,Xc60 D4/Sunroof,Automatic,2000.0,2016,8,Foreign Used,3849999.0,3M-5M
Toyota Hiace 2.7L,Toyota,Hiace 2.7L,Automatic,2700.0,2012,12,Kenyan Used,1479999.0,1M-2M
Volvo S60 T3,Volvo,S60 T3,Automatic,1600.0,2017,7,Foreign Used,2479999.0,2M-3M
Toyota Vanguard,Toyota,Vanguard,Automatic,2400.0,2010,14,Kenyan Used,1629999.0,1M-2M
Nissan Latio,Nissan,Latio,Automatic,1500.0,2014,10,Kenyan Used,869000.0,500k-1M
Land Rover Discovery Iv/ Sunroof,Land Rover,Discovery Iv/ Sunroof,Automatic,3000.0,2016,8,Foreign Used,7199999.0,5M-10M
"Toyota Landcruiser ""Zx""",Toyota,"Landcruiser ""Zx""",Automatic,4600.0,2011,13,Kenyan Used,5849999.0,5M-10M
Audi Q3 2.0L Quattro,Audi,Q3 2.0L Quattro,Automatic,2000.0,2016,8,Foreign Used,3799999.0,3M-5M
Toyota Mark X G'S,Toyota,Mark X G'S,Automatic,2500.0,2016,8,Foreign Used,3299999.0,3M-5M
Mazda Verisa,Mazda,Verisa,Automatic,1500.0,2008,16,Kenyan Used,665000.0,500k-1M
Audi A6 2.0L Tfsi,Audi,A6 2.0L Tfsi,Automatic,2000.0,2012,12,Kenyan Used,2249999.0,2M-3M
Mercedes Benz Glc 250 4 Matic /Sunroof,Mercedes Benz,Glc 250 4 Matic /Sunroof,Automatic,2000.0,2016,8,Foreign Used,5999999.0,5M-10M
Subaru Wrx S4,Subaru,Wrx S4,Automatic,2000.0,2014,10,Kenyan Used,1949999.0,1M-2M
Audi A4 2.0L,Audi,A4 2.0L,Automatic,2000.0,2013,11,Kenyan Used,2249999.0,2M-3M
Mazda Atenza 2.2D,Mazda,Atenza 2.2D,Automatic,2200.0,2016,8,Foreign Used,2549999.0,2M-3M
Subaru Outback 'Eyesight Package 2.5',Subaru,Outback 'Eyesight Package 2.5',Automatic,2500.0,2016,8,Foreign Used,3349999.0,3M-5M
Volvo V60 T3,Volvo,V60 T3,Automatic,1600.0,2018,6,Foreign Used,2499999.0,2M-3M
Mazda Cx-5 2.2D,Mazda,Cx-5 2.2D,Automatic,2200.0,2016,8,Foreign Used,2849999.0,2M-3M
Mazda Axela 1.5L,Mazda,Axela 1.5L,Automatic,1500.0,2016,8,Foreign Used,1949999.0,1M-2M
Nissan Dayz,Nissan,Dayz,Automatic,660.0,2016,8,Foreign Used,819999.0,500k-1M
"Toyota Landcruiser Vx 4.5L ""V8"" At",Toyota,"Landcruiser Vx 4.5L ""V8"" At",Automatic,4500.0,2008,16,Kenyan Used,8199999.0,5M-10M
"Toyota Landcruiser Prado J120 ""1Kd""",Toyota,"Landcruiser Prado J120 ""1Kd""",Automatic,3000.0,2005,19,Kenyan Used,2349999.0,2M-3M
Lexus Rx300,Lexus,Rx300,Automatic,3000.0,2003,21,Kenyan Used,950000.0,500k-1M
Mazda Cx-5 2.2D,Mazda,Cx-5 2.2D,Automatic,2200.0,2014,10,Kenyan Used,1980000.0,1M-2M
"Audi Q5 2.0T Quattro ""Typ 8R""",Audi,"Q5 2.0T Quattro ""Typ 8R""",Automatic,2000.0,2016,8,Foreign Used,4499999.0,3M-5M
Peugeot 3008 Gt-Line,Peugeot,3008 Gt-Line,Automatic,1600.0,2017,7,Foreign Used,3849999.0,3M-5M
Audi Q5 2.0T S-Line Quattro,Audi,Q5 2.0T S-Line Quattro,Automatic,2000.0,2016,8,Foreign Used,4499999.0,3M-5M
Mercedes Benz C180,Mercedes Benz,C180,Automatic,1600.0,2017,7,Kenyan Used,3699999.0,3M-5M
Nissan March,Nissan,March,Automatic,1200.0,2016,8,Foreign Used,965000.0,500k-1M
Mazda 6/Manual T/ European Spec,Mazda,6/Manual T/ European Spec,Manual,1800.0,2013,11,Kenyan Used,1149999.0,1M-2M
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Foreign Used,1190000.0,1M-2M
"Bmw 535I ""F10""",Bmw,"535I ""F10""",Automatic,3000.0,2011,13,Kenyan Used,1949999.0,1M-2M
Nissan March,Nissan,March,Automatic,1200.0,2015,9,Foreign Used,865000.0,500k-1M
Toyota Axio,Toyota,Axio,Automatic,1500.0,2016,8,Foreign Used,1639999.0,1M-2M
Toyota Vitz,Toyota,Vitz,Automatic,1300.0,2016,8,Foreign Used,1259999.0,1M-2M
Toyota Premio,Toyota,Premio,Automatic,1800.0,2016,8,Foreign Used,2349999.0,2M-3M
Toyota Succeed,Toyota,Succeed,Automatic,1500.0,2016,8,Foreign Used,1269999.0,1M-2M
Toyota Harrier/Panoramic Sunroof,Toyota,Harrier/Panoramic Sunroof,Automatic,2000.0,2016,8,Foreign Used,3749999.0,3M-5M
Subaru Forester 2.0 Na,Subaru,Forester 2.0 Na,Automatic,2000.0,2011,13,Kenyan Used,1529999.0,1M-2M
Porsche Cayenne Platinum Edition,Porsche,Cayenne Platinum Edition,Automatic,3600.0,2014,10,Kenyan Used,4149999.0,3M-5M
Toyota Fielder,Toyota,Fielder,Automatic,1500.0,2015,9,Kenyan Used,1335000.0,1M-2M
Lexus Is300H,Lexus,Is300H,Automatic,2500.0,2017,7,Foreign Used,3599999.0,3M-5M
Subaru Impreza Wrx Sti/Stage One Tune,Subaru,Impreza Wrx Sti/Stage One Tune,Automatic,2000.0,2010,14,Kenyan Used,1749999.0,1M-2M
Audi Sq5/Panoramic Sunroof,Audi,Sq5/Panoramic Sunroof,Automatic,3000.0,2017,7,Foreign Used,5599999.0,5M-10M
Mercedes Benz Gle 350D Coupe,Mercedes Benz,Gle 350D Coupe,Automatic,3000.0,2017,7,Foreign Used,10799999.0,Above 10
Mercedes Benz E250,Mercedes Benz,E250,Automatic,2000.0,2014,10,Kenyan Used,3299999.0,3M-5M
Lexus Rx450H,Lexus,Rx450H,Automatic,3500.0,2012,12,Kenyan Used,4499999.0,3M-5M
Daihatsu Move,Daihatsu,Move,Automatic,650.0,2016,8,Foreign Used,839999.0,500k-1M
Honda Fit,Honda,Fit,Automatic,1300.0,2015,9,Kenyan Used,1449999.0,1M-2M
Subaru Outback Eyesight Package 2.5,Subaru,Outback Eyesight Package 2.5,Automatic,2500.0,2016,8,Foreign Used,2999999.0,2M-3M
Ford Ranger,Ford,Ranger,Manual,2500.0,2011,13,Kenyan Used,1199999.0,1M-2M
Passo Moda,Passo,Moda,Automatic,1000.0,2016,8,Foreign Used,1279999.0,1M-2M
Honda Fit Shuttle Hybrid,Honda,Fit Shuttle Hybrid,Automatic,1500.0,2016,8,Foreign Used,1549999.0,1M-2M
Toyota Sienta,Toyota,Sienta,Automatic,1500.0,2016,8,Foreign Used,1499999.0,1M-2M
Honda Vezel Hybrid,Honda,Vezel Hybrid,Automatic,1500.0,2016,8,Foreign Used,2599999.0,2M-3M
"Jeep Grand Cherokee ""Laredo""",Jeep,"Grand Cherokee ""Laredo""",Automatic,3600.0,2016,8,Foreign Used,5549999.0,5M-10M
Mazda Atenza 2.2D,Mazda,Atenza 2.2D,Automatic,2200.0,2016,8,Foreign Used,2199999.0,2M-3M
Mazda Atenza 2.2D,Mazda,Atenza 2.2D,Automatic,2200.0,2016,8,Foreign Used,2099999.0,2M-3M
"Toyota Auris ""Turbo""",Toyota,"Auris ""Turbo""",Automatic,1200.0,2016,8,Foreign Used,1899999.0,1M-2M
Toyota Sienta,Toyota,Sienta,Automatic,1500.0,2016,8,Kenyan Used,1250000.0,1M-2M
Bmw X3 Xdrive20D,Bmw,X3 Xdrive20D,Automatic,2000.0,2016,8,Foreign Used,4099999.0,3M-5M
Suzuki Swift,Suzuki,Swift,Automatic,1200.0,2016,8,Foreign Used,1350000.0,1M-2M
Mazda Demio 1.5L,Mazda,Demio 1.5L,Automatic,1500.0,2016,8,Foreign Used,1290000.0,1M-2M
Nissan Skyline 200Gt,Nissan,Skyline 200Gt,Automatic,2000.0,2015,9,Kenyan Used,1999999.0,1M-2M
"Toyota Landcruiser V8 ""Zx""",Toyota,"Landcruiser V8 ""Zx""",Automatic,4600.0,2011,13,Kenyan Used,6449999.0,5M-10M
Toyota Noah,Toyota,Noah,Automatic,2000.0,2016,8,Foreign Used,2399999.0,2M-3M
Mercedes Benz Gla 250 4 Matic,Mercedes Benz,Gla 250 4 Matic,Automatic,2000.0,2016,8,Foreign Used,3699999.0,3M-5M
Toyota Passo,Toyota,Passo,Automatic,1200.0,2016,8,Foreign Used,1149999.0,1M-2M
Volkswagen Golf Alltrack,Volkswagen,Golf Alltrack,Automatic,1800.0,2016,8,Kenyan Used,2249999.0,2M-3M
Toyota Harrier,Toyota,Harrier,Automatic,2000.0,2017,7,Foreign Used,3849999.0,3M-5M
Mercedes Benz C250,Mercedes Benz,C250,Automatic,2000.0,2016,8,Foreign Used,4599999.0,3M-5M
Toyota Voxy,Toyota,Voxy,Automatic,2000.0,2016,8,Foreign Used,2499999.0,2M-3M
Land Rover Defender 110,Land Rover,Defender 110,Automatic,2500.0,2010,14,Kenyan Used,4299999.0,3M-5M
Toyota Hilux D Cab,Toyota,Hilux D Cab,Automatic,2400.0,2018,6,Foreign Used,6199999.0,5M-10M
Mazda Bongo,Mazda,Bongo,Automatic,1500.0,2013,11,Kenyan Used,829999.0,500k-1M
Toyota Harrier/Panoramic Sunroof,Toyota,Harrier/Panoramic Sunroof,Automatic,2000.0,2017,7,Foreign Used,3949999.0,3M-5M
Daihatsu Move,Daihatsu,Move,Automatic,660.0,2016,8,Foreign Used,859999.0,500k-1M
Toyota Allion 2.0L,Toyota,Allion 2.0L,Automatic,2000.0,2016,8,Foreign Used,2449999.0,2M-3M
Audi A3,Audi,A3,Automatic,1400.0,2016,8,Foreign Used,2399999.0,2M-3M
Subaru Forester 2.0 Na,Subaru,Forester 2.0 Na,Automatic,2000.0,2000,24,Kenyan Used,629999.0,500k-1M
Volkswagen Tiguan,Volkswagen,Tiguan,Automatic,1400.0,2017,7,Foreign Used,3999999.0,3M-5M
Suzuki Ignis Hybrid,Suzuki,Ignis Hybrid,Automatic,1200.0,2016,8,Foreign Used,1349999.0,1M-2M
Hyundai Santa Fe,Hyundai,Santa Fe,Automatic,2400.0,2014,10,Kenyan Used,2849999.0,2M-3M
Subaru Levorg,Subaru,Levorg,Automatic,2000.0,2016,8,Foreign Used,2499999.0,2M-3M
Volkswagen Golf Tsi 1.4L,Volkswagen,Golf Tsi 1.4L,Automatic,1400.0,2016,8,Foreign Used,2169999.0,2M-3M
Mercedes Benz Glc 250 4 Matic /Sunroof,Mercedes Benz,Glc 250 4 Matic /Sunroof,Automatic,2000.0,2016,8,Foreign Used,6199999.0,5M-10M
Nissan Note,Nissan,Note,Automatic,1200.0,2017,7,Kenyan Used,1199999.0,1M-2M
Subaru Forester Xt/Sunroof,Subaru,Forester Xt/Sunroof,Automatic,2000.0,2016,8,Kenyan Used,3499999.0,3M-5M
Toyota Corolla Axio,Toyota,Corolla Axio,Automatic,1500.0,2016,8,Foreign Used,1729999.0,1M-2M
Mazda Atenza 2.2D,Mazda,Atenza 2.2D,Automatic,2200.0,2016,8,Foreign Used,2349999.0,2M-3M
Nissan Teana,Nissan,Teana,Automatic,2000.0,2012,12,Kenyan Used,1349999.0,1M-2M
Toyota Passo,Toyota,Passo,Automatic,1200.0,2015,9,Kenyan Used,890000.0,500k-1M
Volkswagen Golf Tsi,Volkswagen,Golf Tsi,Automatic,1400.0,2016,8,Foreign Used,2049999.0,2M-3M
Toyota Hilux D Cab,Toyota,Hilux D Cab,Automatic,2400.0,2018,6,Foreign Used,6299999.0,5M-10M
Subaru Legacy B4,Subaru,Legacy B4,Automatic,2500.0,2016,8,Foreign Used,2599999.0,2M-3M
Toyota Porte,Toyota,Porte,Automatic,1500.0,2011,13,Kenyan Used,740000.0,500k-1M
Nissan Xtrail,Nissan,Xtrail,Automatic,2000.0,2017,7,Foreign Used,2599999.0,2M-3M
Toyota Vanguard,Toyota,Vanguard,Automatic,2400.0,2012,12,Kenyan Used,1799999.0,1M-2M
Jeep Grand Cherokee Diesel,Jeep,Grand Cherokee Diesel,Automatic,3000.0,2016,8,Kenyan Used,4999999.0,3M-5M
Subaru Exiga Crossover,Subaru,Exiga Crossover,Automatic,2500.0,2016,8,Kenyan Used,2250000.0,2M-3M
Mazda Cx-5,Mazda,Cx-5,Automatic,2200.0,2017,7,Foreign Used,3399999.0,3M-5M
Mazda Axela,Mazda,Axela,Automatic,2200.0,2016,8,Kenyan Used,1999999.0,1M-2M
Audi Q5 S-Line,Audi,Q5 S-Line,Automatic,2000.0,2016,8,Foreign Used,4299999.0,3M-5M
Toyota Isis,Toyota,Isis,Automatic,1800.0,2016,8,Foreign Used,1750000.0,1M-2M
Honda Fit Shuttle Hybrid,Honda,Fit Shuttle Hybrid,Automatic,1500.0,2016,8,Foreign Used,1699999.0,1M-2M
"Toyota Landcruiser ""Zx""",Toyota,"Landcruiser ""Zx""",Automatic,4600.0,2016,8,Kenyan Used,11199999.0,Above 10
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Foreign Used,1170000.0,1M-2M
Peugeot 2008,Peugeot,2008,Automatic,1200.0,2016,8,Foreign Used,1870000.0,1M-2M
Nissan Elgrand,Nissan,Elgrand,Automatic,2500.0,2012,12,Kenyan Used,1349999.0,1M-2M
Mazda Cx-5,Mazda,Cx-5,Automatic,2200.0,2017,7,Foreign Used,3649999.0,3M-5M
Subaru Xv,Subaru,Xv,Automatic,2000.0,2016,8,Foreign Used,2399999.0,2M-3M
Mazda Axela,Mazda,Axela,Automatic,2200.0,2016,8,Foreign Used,2100000.0,2M-3M
Bmw 318I,Bmw,318I,Automatic,2000.0,2004,20,Kenyan Used,749999.0,500k-1M
Mazda Atenza,Mazda,Atenza,Automatic,2200.0,2016,8,Foreign Used,2199999.0,2M-3M
"Toyota Landcruiser ""Zx""",Toyota,"Landcruiser ""Zx""",Automatic,4600.0,2017,7,Foreign Used,11999999.0,Above 10
Toyota Auris,Toyota,Auris,Automatic,1500.0,2016,8,Foreign Used,1980000.0,1M-2M
Suzuki Jimny Land Adventure,Suzuki,Jimny Land Adventure,Automatic,660.0,2016,8,Foreign Used,1950000.0,1M-2M
Mazda Cx-5,Mazda,Cx-5,Automatic,2200.0,2017,7,Foreign Used,3499999.0,3M-5M
Mazda Cx-5,Mazda,Cx-5,Automatic,2000.0,2017,7,Foreign Used,3550000.0,3M-5M
Audi A5 S Line,Audi,A5 S Line,Automatic,2000.0,2015,9,Kenyan Used,2999999.0,2M-3M
Mercedes Benz Glc 250 4Matic,Mercedes Benz,Glc 250 4Matic,Automatic,2000.0,2016,8,Foreign Used,5999999.0,5M-10M
Audi Q5 S Line,Audi,Q5 S Line,Automatic,2000.0,2016,8,Foreign Used,4549999.0,3M-5M
Volkswagen Golf Variant R-Line,Volkswagen,Golf Variant R-Line,Automatic,1400.0,2016,8,Foreign Used,2249999.0,2M-3M
Bmw X4 Xdrive 20D,Bmw,X4 Xdrive 20D,Automatic,2000.0,2015,9,Kenyan Used,2999999.0,2M-3M
Mitsubishi Outlander,Mitsubishi,Outlander,Automatic,2400.0,2016,8,Foreign Used,3250000.0,3M-5M
Audi Q5,Audi,Q5,Automatic,2000.0,2016,8,Foreign Used,4499999.0,3M-5M
Audi Q5,Audi,Q5,Automatic,2000.0,2016,8,Foreign Used,4150000.0,3M-5M
Mercedes Benz C200,Mercedes Benz,C200,Automatic,2000.0,2014,10,Kenyan Used,2450000.0,2M-3M
Bmw 218I,Bmw,218I,Automatic,1500.0,2016,8,Foreign Used,1950000.0,1M-2M
Bmw X5 X-Drive 35I M Sport,Bmw,X5 X-Drive 35I M Sport,Automatic,3000.0,2015,9,Kenyan Used,6299999.0,5M-10M
Toyota Majesta,Toyota,Majesta,Automatic,4300.0,2005,19,Kenyan Used,999999.0,500k-1M
Volvo V40 T3,Volvo,V40 T3,Automatic,1600.0,2016,8,Foreign Used,2049999.0,2M-3M
Audi Q5 Competition Plus,Audi,Q5 Competition Plus,Automatic,2000.0,2016,8,Foreign Used,4499999.0,3M-5M
Bmw X3 20D,Bmw,X3 20D,Automatic,2000.0,2016,8,Foreign Used,4250000.0,3M-5M
Mercedes Benz Cla 180,Mercedes Benz,Cla 180,Automatic,1600.0,2015,9,Kenyan Used,3499999.0,3M-5M
Peugeot 308,Peugeot,308,Automatic,1200.0,2016,8,Foreign Used,1649999.0,1M-2M
Mercedes Benz C200,Mercedes Benz,C200,Automatic,2000.0,2016,8,Foreign Used,4449999.0,3M-5M
Mazda Cx-5,Mazda,Cx-5,Automatic,2000.0,2016,8,Foreign Used,3100000.0,3M-5M
Nissan Ad Van,Nissan,Ad Van,Automatic,1500.0,2015,9,Foreign Used,880000.0,500k-1M
Audi A4,Audi,A4,Automatic,2000.0,2015,9,Kenyan Used,2349999.0,2M-3M
Jaguar Xj,Jaguar,Xj,Automatic,2000.0,2014,10,Foreign Used,4499999.0,3M-5M
Volkswagen Tiguan,Volkswagen,Tiguan,Automatic,1400.0,2017,7,Foreign Used,3850000.0,3M-5M
Toyota Passo,Toyota,Passo,Automatic,1200.0,2016,8,Foreign Used,1200000.0,1M-2M
Subaru Forester,Subaru,Forester,Automatic,2000.0,2016,8,Foreign Used,3250000.0,3M-5M
Bmw X6 / Sunroof,Bmw,X6 / Sunroof,Automatic,3000.0,2009,15,Kenyan Used,2499999.0,2M-3M
Toyota Passo,Toyota,Passo,Automatic,1000.0,2017,7,Foreign Used,1149999.0,1M-2M
Audi Q5,Audi,Q5,Automatic,2000.0,2016,8,Foreign Used,4449999.0,3M-5M
Toyota Corolla,Toyota,Corolla,Automatic,1200.0,2018,6,Foreign Used,2749999.0,2M-3M
Audi Q5,Audi,Q5,Automatic,2000.0,2015,9,Kenyan Used,3350000.0,3M-5M
Mercedes Benz B180,Mercedes Benz,B180,Automatic,1600.0,2016,8,Foreign Used,2249999.0,2M-3M
Bmw 320I Gt,Bmw,320I Gt,Automatic,2000.0,2016,8,Foreign Used,3499999.0,3M-5M
Toyota Porte,Toyota,Porte,Automatic,1500.0,2016,8,Foreign Used,1100000.0,1M-2M
Audi Q5,Audi,Q5,Automatic,2000.0,2016,8,Foreign Used,4599999.0,3M-5M
Volkswagen Tiquan R-Line,Volkswagen,Tiquan R-Line,Automatic,1400.0,2017,7,Foreign Used,4499999.0,3M-5M
Bmw X3 20D M-Sport,Bmw,X3 20D M-Sport,Automatic,2000.0,2016,8,Foreign Used,4449999.0,3M-5M
Toyota Harrier,Toyota,Harrier,Automatic,2000.0,2020,4,Foreign Used,7499999.0,5M-10M
Volkswagen Golf R Variant,Volkswagen,Golf R Variant,Automatic,2000.0,2015,9,Foreign Used,3500000.0,3M-5M
Volkswagen Passat,Volkswagen,Passat,Automatic,2000.0,2016,8,Foreign Used,3450000.0,3M-5M
Audi Q7,Audi,Q7,Automatic,3000.0,2007,17,Kenyan Used,2599999.0,2M-3M
Honda Shuttle,Honda,Shuttle,Automatic,1500.0,2016,8,Foreign Used,1700000.0,1M-2M
Volvo V40 T3,Volvo,V40 T3,Automatic,1600.0,2016,8,Foreign Used,2200000.0,2M-3M
Toyota Hiace,Toyota,Hiace,Automatic,3000.0,2010,14,Kenyan Used,1250000.0,1M-2M
Mercedes Benz C200,Mercedes Benz,C200,Automatic,2000.0,2016,8,Foreign Used,3899999.0,3M-5M
Volkswagen Golf Alltrack,Volkswagen,Golf Alltrack,Automatic,1800.0,2016,8,Kenyan Used,2350000.0,2M-3M
Nissan Note,Nissan,Note,Automatic,1200.0,2017,7,Foreign Used,1350000.0,1M-2M
Audi Q5,Audi,Q5,Automatic,2000.0,2016,8,Kenyan Used,4400000.0,3M-5M
Nissan Juke,Nissan,Juke,Automatic,1500.0,2016,8,Foreign Used,1850000.0,1M-2M
Audi A5 Quattro,Audi,A5 Quattro,Automatic,2000.0,2016,8,Foreign Used,3599999.0,3M-5M
Nissan Note Medalist,Nissan,Note Medalist,Automatic,1200.0,2016,8,Foreign Used,1150000.0,1M-2M
Audi A3,Audi,A3,Automatic,1800.0,2016,8,Foreign Used,2349999.0,2M-3M
Audi Q5,Audi,Q5,Automatic,2000.0,2017,7,Foreign Used,4749000.0,3M-5M
Toyota Alphard,Toyota,Alphard,Automatic,2400.0,2010,14,Kenyan Used,1550000.0,1M-2M
Nissan Xtrail Hybrid,Nissan,Xtrail Hybrid,Automatic,2000.0,2016,8,Foreign Used,2450000.0,2M-3M
Volkswagen Touareg,Volkswagen,Touareg,Automatic,3000.0,2014,10,Kenyan Used,4799999.0,3M-5M
Audi Q7,Audi,Q7,Automatic,3000.0,2011,13,Kenyan Used,3250000.0,3M-5M
Audi A4,Audi,A4,Automatic,2000.0,2016,8,Foreign Used,3150000.0,3M-5M
Toyota Premio,Toyota,Premio,Automatic,1800.0,2015,9,Foreign Used,2250000.0,2M-3M
Range Rover Vogue Autobiography,Range Rover,Vogue Autobiography,Automatic,4400.0,2014,10,Foreign Used,9999999.0,5M-10M
Nissan Juke Nismo,Nissan,Juke Nismo,Automatic,1600.0,2013,11,Kenyan Used,1250000.0,1M-2M
Bmw X3 X-Drive 35I,Bmw,X3 X-Drive 35I,Automatic,3000.0,2013,11,Kenyan Used,3199999.0,3M-5M
Nissan Note,Nissan,Note,Automatic,1200.0,2015,9,Foreign Used,979999.0,500k-1M
Subaru Legacy B4,Subaru,Legacy B4,Automatic,2500.0,2015,9,Kenyan Used,1999999.0,1M-2M
Volkswagen Golf Alltrack,Volkswagen,Golf Alltrack,Automatic,1800.0,2016,8,Foreign Used,2299999.0,2M-3M
Toyota Harrier,Toyota,Harrier,Automatic,2000.0,2017,7,Foreign Used,3850000.0,3M-5M
Honda Jade,Honda,Jade,Automatic,1500.0,2016,8,Foreign Used,2099999.0,2M-3M
Audi Q5 S Line,Audi,Q5 S Line,Automatic,2000.0,2016,8,Foreign Used,4350000.0,3M-5M
Bmw X3 Xdrive 20D,Bmw,X3 Xdrive 20D,Automatic,2000.0,2016,8,Foreign Used,3799999.0,3M-5M
Toyota Hilux,Toyota,Hilux,Manual,2800.0,1995,29,Kenyan Used,749999.0,500k-1M
Subaru Outback,Subaru,Outback,Automatic,2500.0,2015,9,Kenyan Used,2899999.0,2M-3M
Mazda Bongo,Mazda,Bongo,Automatic,1500.0,2012,12,Kenyan Used,849999.0,500k-1M
Lexus Lx570,Lexus,Lx570,Automatic,5700.0,2015,9,Kenyan Used,9250000.0,5M-10M
Toyota Harrier,Toyota,Harrier,Automatic,2000.0,2016,8,Kenyan Used,3899999.0,3M-5M
Jeep Grand Cherokee,Jeep,Grand Cherokee,Automatic,3000.0,2013,11,Kenyan Used,4249000.0,3M-5M
Mitsubishi Galant,Mitsubishi,Galant,Automatic,1800.0,2015,9,Kenyan Used,1399999.0,1M-2M
Mercedes Benz Glc250 4Matic,Mercedes Benz,Glc250 4Matic,Automatic,2000.0,2016,8,Foreign Used,6349999.0,5M-10M
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Foreign Used,1250000.0,1M-2M
Volvo S60 T3,Volvo,S60 T3,Automatic,1500.0,2016,8,Foreign Used,2250000.0,2M-3M
Nissan Skyline Gt,Nissan,Skyline Gt,Automatic,2000.0,2015,9,Foreign Used,2199999.0,2M-3M
Toyota Sienta,Toyota,Sienta,Automatic,1500.0,2016,8,Foreign Used,1450000.0,1M-2M
Audi A5 Sline,Audi,A5 Sline,Automatic,2000.0,2016,8,Foreign Used,3650000.0,3M-5M
Mazda Cx5,Mazda,Cx5,Automatic,2200.0,2016,8,Foreign Used,2999999.0,2M-3M
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Foreign Used,1120000.0,1M-2M
Ford Ranger Wildtrack,Ford,Ranger Wildtrack,Automatic,3200.0,2019,5,Foreign Used,5950000.0,5M-10M
Jeep Cherokee,Jeep,Cherokee,Automatic,3200.0,2014,10,Kenyan Used,2950000.0,2M-3M
Mazda Cx5,Mazda,Cx5,Automatic,2500.0,2016,8,Foreign Used,3499999.0,3M-5M
Mazda Cx3,Mazda,Cx3,Automatic,1500.0,2016,8,Foreign Used,2099999.0,2M-3M
Toyota Vitz,Toyota,Vitz,Automatic,1300.0,2015,9,Foreign Used,1199999.0,1M-2M
Peugeot 208,Peugeot,208,Automatic,1200.0,2016,8,Foreign Used,1249999.0,1M-2M
Ford Ranger,Ford,Ranger,Automatic,3200.0,2013,11,Kenyan Used,2849000.0,2M-3M
Tata Dt Dslb,Tata,Dt Dslb,Automatic,2956.0,2017,7,Kenyan Used,2699999.0,2M-3M
Mazda Axela,Mazda,Axela,Automatic,1500.0,2016,8,Foreign Used,1950000.0,1M-2M
Audi Q5 S-Line,Audi,Q5 S-Line,Automatic,2000.0,2016,8,Foreign Used,4350000.0,3M-5M
Audi A6,Audi,A6,Automatic,2800.0,2015,9,Kenyan Used,3599999.0,3M-5M
Ford Ranger,Ford,Ranger,Automatic,3200.0,2016,8,Kenyan Used,5650000.0,5M-10M
Volvo Xc60 D4,Volvo,Xc60 D4,Automatic,2000.0,2016,8,Foreign Used,3149999.0,3M-5M
Toyota Aqua,Toyota,Aqua,Automatic,1500.0,2016,8,Foreign Used,1499999.0,1M-2M
Toyota Harrier,Toyota,Harrier,Automatic,2000.0,2014,10,Kenyan Used,2999999.0,2M-3M
Nissan Xtrail Hybrid,Nissan,Xtrail Hybrid,Automatic,2000.0,2016,8,Foreign Used,2999999.0,2M-3M
Jeep Renegade,Jeep,Renegade,Automatic,1400.0,2016,8,Foreign Used,2899999.0,2M-3M
Toyota Toyoace Adf,Toyota,Toyoace Adf,Automatic,3000.0,2009,15,Kenyan Used,1450000.0,1M-2M
Range Rover Sport,Range Rover,Sport,Automatic,3000.0,2016,8,Foreign Used,7799999.0,5M-10M
Toyota Probox,Toyota,Probox,Automatic,1300.0,2016,8,Foreign Used,1250000.0,1M-2M
Audi Q3,Audi,Q3,Automatic,2000.0,2016,8,Foreign Used,3650000.0,3M-5M
Nissan Note,Nissan,Note,Automatic,1200.0,2016,8,Foreign Used,1070000.0,1M-2M
"Bmw X1 Sdrive18I ""F48""",Bmw,"X1 Sdrive18I ""F48""",Automatic,1500.0,2016,8,Foreign Used,2999999.0,2M-3M
Honda Crv,Honda,Crv,Automatic,2400.0,2016,8,Foreign Used,3299999.0,3M-5M
Subaru Impreza G5,Subaru,Impreza G5,Automatic,1600.0,2015,9,Kenyan Used,1650000.0,1M-2M
Volkswagen Variant R,Volkswagen,Variant R,Automatic,2000.0,2015,9,Kenyan Used,3549999.0,3M-5M
Peugeot 508,Peugeot,508,Automatic,1600.0,2016,8,Foreign Used,2299999.0,2M-3M
Subaru Outback,Subaru,Outback,Automatic,2500.0,2015,9,Kenyan Used,2565000.0,2M-3M
Bmw 740I,Bmw,740I,Automatic,3000.0,2010,14,Kenyan Used,2699999.0,2M-3M
Peugeot 208,Peugeot,208,Automatic,1200.0,2017,7,Foreign Used,1350000.0,1M-2M
Ford Everest Limited,Ford,Everest Limited,Automatic,3200.0,2015,9,Foreign Used,4300000.0,3M-5M
Peugeot 208,Peugeot,208,Automatic,1200.0,2016,8,Foreign Used,1330000.0,1M-2M
Mazda Demio,Mazda,Demio,Automatic,1500.0,2016,8,Foreign Used,1350000.0,1M-2M
